guideline
"Wirtschaftszweig: 01.14.0
umfasst nicht:
- Anbau von Zuckerrüben (s. 01.13.1)

Stichwörter:
- Anbau von Zuckerrohr
- Zuckerrohr, Anbau

Falsch Stichwörter:
- 01.13.1: Anbau von Gemüse und Melonen
"
"Wirtschaftszweig: 01.15"
"Wirtschaftszweig: 01.15.0
umfasst nicht:
- Tabakverarbeitung (s. 12.00.0)

Stichwörter:
- Rohtabak, Erzeugung
- Tabak, Anbau

Falsch Stichwörter:
- 12.00.0: Tabakverarbeitung
"
"Wirtschaftszweig: 01.16"
"Wirtschaftszweig: 01.16.0
 umfasst:- Anbau von Baumwolle- Anbau von Jute, Kenaf und sonstigen textilen Bastfasern- Anbau von Flachs und Hanf- Anbau von Sisal und sonstigen textilen Agavefasern- Anbau von Abaca, Ramie und sonstigen pflanzlichen Spinnstoffen- Anbau sonstiger Faserpflanzen
Stichwörter:
- Abaca, Anbau
- Anbau textiler Bastfasern
- Anbau von pflanzlichen Spinnstoffen
- Anbau von textilen Agavefasern
- Baumwolle, Anbau
- Faserpflanzen, Anbau
- Faserpflanzen, Erzeugung
- Flachs, roher, Anbau
- Flachsröste, Herstellung
- Hanf, roher, Anbau
- Jute, Anbau
- Kenaf, Anbau
- Ramie, Anbau
- Sisal, Anbau
- Textilpflanzen, Anbau
"
"Wirtschaftszweig: 01.19"
"Wirtschaftszweig: 01.19.1
 umfasst:- Anbau von Blumen, Erzeugung von Schnittblumen und Blütenknospen
umfasst nicht:
- Anbau von einjährigen Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke (s. 01.28.0)

Stichwörter:
- Binderei von Blumen und Pflanzen (nicht Blumenhandel)
- Blumen, Anbau
- Blumenbinderei (nicht Blumenhandel)
- Blumengestecke, Herstellung
- Blumenzucht
- Blumenzwiebeln, Anbau
- Erwerbsgartenbau (Zierpflanzenbau)
- Floristische Gestaltung (Herstellung von Blumengestecken aus Zierpflanzen)
- Gartenbau (Zierpflanzenbau)
- Gestecke aus Trockenblumen, Herstellung
- Jungpflanzen (Zierpflanzen), Anbau
- Kranzbinderei (nicht Blumenhandel)
- Kränze aus Blumen, Herstellung
- Schnittblumen, Anbau
- Schnittgrün, Anbau
- Topfpflanzen (einjährige), Anbau
- Trauerbinderei (nicht Blumenhandel)
- Trockenblumengestecke, Herstellung
- Zierpflanzen (einjährige;nicht Ziergehölze), Erzeugung
- Zwiebeln von Blumen, Erzeugung

Falsch Stichwörter:
- 01.28.0: Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke
"
"Wirtschaftszweig: 01.19.2
 umfasst:- Erzeugung von Blumensamen
umfasst nicht:
- Anbau von einjährigen Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke (s. 01.28.0)

Stichwörter:
- Blumensamen, Erzeugung
- Gartenbausämereien (Blumensamen), Erzeugung
- Grassamen, Herstellung
- Sämereien (Erzeugung von Blumensamen)

Falsch Stichwörter:
- 01.28.0: Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke
"
"Wirtschaftszweig: 01.19.9
 umfasst:- Anbau von Steckrüben, Futterrüben, Wurzeln zu Futterzwecken, Klee, Luzerne, Esparsette, Futtermais und sonstige Gräser, Futterkohl und ähnliches Futter- Anbau von Buchweizen- Erzeugung von Samen von Rüben (außer von Zuckerrüben) und von Futterpflanzen
umfasst nicht:
- Anbau von einjährigen Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke (s. 01.28.0)

Stichwörter:
- Anbau von sonstigen einjährigen Pflanzen anderweitig nicht genannt
- Futtermais, Anbau
- Futterpflanzensamen, Erzeugung
- Graspellets, Herstellung
- Pellets aus Heu (Futtermittel), Herstellung
- Sämereien (Anbau von sonstigen einjährigen Pflanzen)

Falsch Stichwörter:
- 01.28.0: Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke
"
"Wirtschaftszweig: 01.2
Diese Gruppe umfasst den Anbau von mehrjährigen Pflanzen, d. h. Pflanzen, die mehr als zwei Wachstumsperioden überleben und die entweder nach jeder Periode absterben oder die kontinuierlich weiter wachsen. Ebenfalls dazu zählt der Anbau dieser Pflanzen zum Zwecke der Saatguterzeugung."
"Wirtschaftszweig: 01.21"
"Wirtschaftszweig: 01.21.0
 umfasst:- Anbau von Wein- und Tafeltrauben in Rebanlagen
umfasst nicht:
- Betrieb von Rebschulen (s. 01.30.2)
- Herstellung von Traubenwein (s. 11.02.0)

Stichwörter:
- Anbau von Weintrauben und Tafeltrauben
- Tafeltrauben, Anbau
- Trauben, Anbau
- Weinbau
- Weintrauben, Anbau
- Winzergenossenschaften (Anbau von Weintrauben und Tafeltrauben)
- Winzersekt, Herstellung

Falsch Stichwörter:
- 01.30.2: Betrieb von Baumschulen
- 11.02.0: Herstellung von Traubenwein
"
"Wirtschaftszweig: 01.22"
"Wirtschaftszweig: 01.22.0
 umfasst:- Anbau von tropischen und subtropischen Früchten:- Avocados- Bananen und Mehlbananen- Datteln- Feigen- Mangofrüchte- Papayafrüchte- Ananas- andere tropische und subtropische Früchte
Stichwörter:
- Ananas, Anbau
- Anbau von tropischen und subtropischen Früchten
- Avocados, Anbau
- Bananen, Anbau
- Datteln, Anbau
- Feigen, Anbau
- Mangofrüchte, Anbau
- Mehlbananen, Anbau
- Papayafrüchte, Anbau
"
"Wirtschaftszweig: 01.23"
"Wirtschaftszweig: 01.23.0
 umfasst:- Anbau von Zitrusfrüchten:- Pampelmusen, Pomelos und Grapefruits- Zitronen und Limetten- Orangen- Tangerinen, Mandarinen, Klementinen- andere Zitrusfrüchte
Stichwörter:
- Anbau von Orangen
- Anbau von Pampelmusen, Pomelos und Grapefruits
- Anbau von Tangerinen, Mandarinen, Klementinen
- Anbau von Zitronen und Limetten
- Anbau von Zitrusfrüchten
- Obstbau (Anbau von Zitrusfrüchten)
"
"Wirtschaftszweig: 01.24"
"Wirtschaftszweig: 01.47.2
 umfasst:- Betrieb von Geflügelbrütereien
umfasst nicht:
- Gewinnung von Federn und Daunen (s. 10.12.0)

Stichwörter:
- Brutanstalten
- Geflügelbrutanstalten
- Hühner, Haltung und/oder Zucht (Betrieb von Brütereien)
- Hühnerfarm, Geflügelfarm (Brütereien)

Falsch Stichwörter:
- 10.12.0: Schlachten von Geflügel
"
"Wirtschaftszweig: 01.24.0
 umfasst:- Anbau von Kern- und Steinobst:- Äpfel- Aprikosen- Kirschen- Pfirsiche und Nektarinen- Birnen und Quitten- Pflaumen und Schlehen- anderes Kern- und Steinobst
Stichwörter:
- Anbau von Kernobst und Steinobst
- Anbau von Nektarinen
- Anbau von Quitten
- Anbau von Schlehen
- Aprikosen, Anbau
- Birnen, Anbau
- Kirschen, Anbau
- Obstbau (Anbau von Kern- und Steinobst)
- Pfirsiche, Anbau
- Pflaumen, Anbau
- Äpfel, Anbau
"
"Wirtschaftszweig: 01.25"
"Wirtschaftszweig: 01.25.1
Stichwörter:
- Dauerkulturbau (Anbau von Erdbeeren)
- Erdbeeren, Anbau
- Obstbau (Anbau von Erdbeeren)
"
"Wirtschaftszweig: 01.25.9
 umfasst:- Anbau von Beeren:- Blaubeeren- Johannisbeeren- Stachelbeeren- Kiwifrüchte (Chinesische Stachelbeeren)- Himbeeren- andere Beeren- Erzeugung von Obstsamen:- Anbau von essbaren Nüssen:- Mandeln- Cashewnüsse- Esskastanien- Haselnüsse- Pistazien- Walnüsse- andere Nüsse- Anbau von sonstigem Baum- und Strauchobst- Erzeugung von Johannisbrotsamen
umfasst nicht:
- Anbau von Kokosnüssen (s. 01.26.0)

Stichwörter:
- Anbau von Nüssen
- Beerenfrüchte (ohne Erdbeeren), Anbau
- Fruchtsamen (ohne Erdbeeren), Erzeugung
- Nüsse, Anbau
- Sämereien (Erzeugung von Fruchtsamen; nicht Erdbeeren)

Falsch Stichwörter:
- 01.26.0: Anbau von ölhaltigen Früchten
"
"Wirtschaftszweig: 01.26"
"Wirtschaftszweig: 01.26.0
 umfasst:- Anbau von ölhaltigen Früchten- Kokosnüsse- Oliven- Ölpalmen- sonstige ölhaltige Früchte
umfasst nicht:
- Anbau von Sojabohnen, Erdnüssen und anderen Ölsaaten (s. 01.11.0)

Stichwörter:
- Anbau von Kokosnüssen und Oliven
- Früchte, ölhaltige, Anbau

Falsch Stichwörter:
- 01.11.0: Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten
"
"Wirtschaftszweig: 01.27"
"Wirtschaftszweig: 01.27.0
 umfasst:- Anbau von Pflanzen zur Herstellung von Getränken:- Kaffee- Tee- Mate- Kakao- sonstige Pflanzen zur Herstellung von Getränken
Stichwörter:
- Anbau von Pflanzen zur Herstellung von Getränken
- Kaffee, Anbau
- Kakao, Anbau
- Mate, Anbau
- Pflanzen zur Herstellung von Getränken, Anbau
- Tee, Anbau
"
"Wirtschaftszweig: 01.28"
"Wirtschaftszweig: 01.28.0
 umfasst:- Anbau von ein- und mehrjährigen Gewürz- und Duftpflanzen:- Pfeffer (piper spp.)- Paprika (Capsicum spp.)- Muskatnüsse, Muskatblüte, Amomen und Kardamomen- Anis-, Sternanis- und Fenchelfrüchte- Zimt- Gewürznelken- Ingwer- Vanille- sonstige Gewürz- und Duftpflanzen- Anbau von Hopfen- Anbau von Pflanzen für die Gewinnung von Arzneimitteln und Drogen
Stichwörter:
- Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke; Hopfen
- Anis, Anbau
- Arzneipflanzen, Anbau
- Basilikum, Anbau
- Duftpflanzen, Anbau
- Estragon, Anbau
- Fenchel, Anbau
- Gewürzpflanzen, Anbau
- Heilpflanzen, Anbau
- Hopfenbau
- Ingwer, Anbau
- Kapern, Anbau
- Koriander, Anbau
- Kresse, Anbau
- Körnersenf, Erzeugung
- Küchenkräuter, Anbau
- Kümmel, Anbau
- Lorbeer, Anbau
- Majoran, Anbau
- Muskatnüsse, Anbau
- Nelken (Gewürzpflanzen), Anbau
- Petersilie, Anbau
- Pfeffer, Anbau
- Sämereien (Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke;Hopfen)
- Zimt, Anbau
"
"Wirtschaftszweig: 01.29"
"Wirtschaftszweig: 01.29.0
 umfasst:- Anbau von Gummibäumen zur Gewinnung von Latex- Forstung von Weihnachtsbäumen- Forstung von Bäumen zur Gewinnung von Pflanzensäften- Anbau von Pflanzen von der vorwiegend als Flechtwerkstoff verwendeten Art
umfasst nicht:
- Anbau von Blumen, Erzeugung von Schnittblumen und Blütenknospen sowie Erzeugung von Blumensamen (s. 01.19.1 und 01.19.2)
- Gewinnung von Pflanzensäften oder kautschukähnlichen Gummiarten aus wild wachsenden Bäumen (s. 02.30.0)

Stichwörter:
- Anbau von Gummibäumen zur Gewinnung von Latex; Forstung von Bäumen zur Gewinnung von Pflanzensäften
- Flechtstoffe, pflanzliche, Erzeugung
- Kapok, Herstellung
- Naturkautschuk, Gewinnung
- Pflanzen zur Herstellung von Flecht- und Korbwaren, Anbau
- Sämereien (Anbau von Gummibäumen zur Gewinnung von Latex; Forstung von Bäumen zur Gewinnung von Pflanzensäften)
- Weihnachtsbaumkulturen (Forstung)
- Weihnachtsbäume, Aufzucht

Falsch Stichwörter:
- 01.19.1: Anbau von Zierpflanzen zum Schnitt
- 01.19.2: Erzeugung von Blumensamen
- 02.30.0: Sammeln von wild wachsenden Produkten (ohne Holz)
"
"Wirtschaftszweig: 01.3"
"Wirtschaftszweig: 01.30
Diese Klasse umfasst die Erzeugung sämtlichen vegetativen Pflanzmaterials einschließlich Stecklinge, Wurzeltriebe und Setzlinge, entweder zur direkten Pflanzenvermehrung oder zur Erzeugung von Unterlagen zum Veredeln, auf die zum Zwecke des Nutzpflanzenbaus ausgewählte Pfropfreiser gesetzt werden."
"Wirtschaftszweig: 23.62"
"Wirtschaftszweig: 23.64"
"Wirtschaftszweig: 01.30.1
 umfasst:- Erzeugung von Setz- und Stecklingen- Erzeugung von Zierpflanzen- Erzeugung von lebenden Pflanzen, Bulben, Zwiebeln, Knollen, Wurzelknollen und -stöcken; Erzeugung von Pfropfreisern- Erzeugung von Rollrasen- Erzeugung von Pilzmycel
umfasst nicht:
- Anbau von Blumen zum Schnitt (s. 01.19.1)
- Anbau von Blumen zum Zwecke der Erzeugung von Saatgut (s. 01.19.2)
- Betrieb von Forstbaumschulen (s. 02.10.0)

Stichwörter:
- Aquariumspflanzen, Zucht
- Balkonpflanzen, Anbau
- Beetpflanzen, Anbau
- Erzeugung von Pilzmycel
- Erzeugung von Rollrasen
- Flüssigmyzel, Herstellung
- Hydrokulturen
- Myzelpatch Pilzzuchtset, Herstellung
- Rollrasen, Erzeugung
- Stauden, Anbau
- Sämereien (Erzeugung von Rollrasen)
- Topfpflanzen (mehrjährige), Anbau
- Wasserpflanzen für Aquarien, Zucht
- Zierpflanzen (mehrjährige;nicht Ziergehölze), Erzeugung
- Zimmerpflanzen, Anbau
- Zwiebeln von Zierpflanzen, Beet- und Balkonpflanzen, Erzeugung

Falsch Stichwörter:
- 01.19.1: Anbau von Zierpflanzen zum Schnitt
- 01.19.2: Erzeugung von Blumensamen
- 02.10.0: Forstwirtschaft
"
"Wirtschaftszweig: 01.30.2
 umfasst:- Betrieb von Baumschulen, außer von Forstbaumschulen, und von Rebschulen
umfasst nicht:
- Betrieb von Forstbaumschulen (s. 02.10.0)
- Forstung von Weihnachtsbäumen (s. 01.29.0)

Stichwörter:
- Baumschulen, Betrieb von
- Baumschulerzeugnisse, Erzeugung
- Beerensträucher, Anbau
- Gartenbau (Baumschulen)
- Gehölze (Baumschulen)
- Obstgehölze, Anbau
- Rebenvermehrungsgut, Erzeugung
- Rebschulen
- Stecklinge, Erzeugung
- Vermehrungsmaterial (Baumschulen), Erzeugung
- Ziergehölze, Anbau

Falsch Stichwörter:
- 01.29.0: Anbau sonstiger mehrjähriger Pflanzen
- 02.10.0: Forstwirtschaft
"
"Wirtschaftszweig: 01.4
Diese Gruppe umfasst die Haltung und die Zucht sämtlicher Tiere, mit Ausnahme der Zucht und der Haltung von Wassertieren."
"Wirtschaftszweig: 01.41"
"Wirtschaftszweig: 01.41.0
 umfasst:- Zucht und Haltung von Milchkühen- Erzeugung von roher Kuh- und Büffelmilch
umfasst nicht:
- Milchverarbeitung (s. 10.51.0)

Stichwörter:
- Kuhmilch, rohe, Erzeugung
- Kühe zur Milchgewinnung (nicht Ammen- oder Mutterkühe), Haltung
- Milch (Kuhmilch), rohe, Erzeugung
- Milchkühe (nicht Ammen- oder Mutterkühe), Haltung
- Milchviehhaltung
- Rohmilch (Kuhmilch), Erzeugung
- Sennerei (Milchviehhaltung)
- Vollmilch (Kuhmilch), frische rohe, Erzeugung

Falsch Stichwörter:
- 10.51.0: Milchverarbeitung (ohne Herstellung von Speiseeis)
"
"Wirtschaftszweig: 01.42"
"Wirtschaftszweig: 01.42.0
 umfasst:- Zucht und Haltung von Schlachtrindern und -büffeln- Erzeugung von Rindersperma
Stichwörter:
- Bullenhaltung
- Kälbermast
- Rinder, Haltung und/oder Zucht
- Rindermast
- Zucht und Haltung von Rindern
"
"Wirtschaftszweig: 01.43"
"Wirtschaftszweig: 01.43.0
 umfasst:- Zucht und Haltung von Pferden, Eseln, Maultieren und Mauleseln
umfasst nicht:
- Betrieb von Renn- und Reitställen (s. 93.19.0)

Stichwörter:
- Esel, Haltung und/oder Zucht
- Fohlenzucht
- Gestüte (Pferdezucht)
- Hengsthaltung innerhalb landwirtschaftlicher Betriebe
- Maulesel, Haltung und/oder Zucht
- Maultiere, Haltung und/oder Zucht
- Milch (Stutenmilch), rohe, Erzeugung
- Pferde, Haltung und/oder Zucht innerhalb landwirtschaftlicher Betriebe
- Pferdehaltung
- Pferdewirte (Schwerpunkt Zucht und Haltung von Pferden)
- Stutenmilch, rohe, Erzeugung
- Traberzucht
- Zucht und Haltung von Pferden und Eseln

Falsch Stichwörter:
- 93.19.0: Erbringung von sonstigen Dienstleistungen des Sports
"
"Wirtschaftszweig: 01.44"
"Wirtschaftszweig: 01.44.0
 umfasst:- Zucht und Haltung von Dromedaren und Trampeltieren
Stichwörter:
- Kamele, Haltung und/oder Zucht
- Kamelzucht
- Zucht und Haltung von Kamelen
"
"Wirtschaftszweig: 01.45"
"Wirtschaftszweig: 01.45.0
 umfasst:- Zucht und Haltung von Schafen und Ziegen- Erzeugung von roher Schaf- und Ziegenmilch- Erzeugung von Rohwolle
umfasst nicht:
- Schafschur im Lohnauftrag (s. 01.62.0)
- Erzeugung von Hautwolle (s. 10.11.0)
- Milchverarbeitung (s. 10.51.0)

Stichwörter:
- Erzeugung von Rohwolle von Schafen
- Hausschafe, Haltung und/oder Zucht
- Milch (Schafs- und Ziegenmilch), rohe, Erzeugung
- Schafe, Haltung und/oder Zucht
- Schafsmilch, rohe, Erzeugung
- Schafzucht
- Wanderschäferei
- Wolle vom lebenden Schaf, Erzeugung
- Ziegen, Haltung und/oder Zucht
- Ziegenmilch, rohe, Erzeugung
- Zucht und Haltung von Schafen und Ziegen

Falsch Stichwörter:
- 01.62.0: Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung
- 10.11.0: Schlachten (ohne Schlachten von Geflügel)
- 10.51.0: Milchverarbeitung (ohne Herstellung von Speiseeis)
"
"Wirtschaftszweig: 01.46"
"Wirtschaftszweig: 01.46.0
Stichwörter:
- Eberhaltung
- Ferkelzucht
- Hausschweine, Haltung und/oder Zucht
- Schweine, Haltung und/oder Zucht
- Schweinehaltung, -mästerei, -zucht
- Schweinemast
- Zucht und Haltung von Schweinen
"
"Wirtschaftszweig: 01.47"
"Wirtschaftszweig: 01.47.1
 umfasst:- Erzeugung von Geflügeleiern
umfasst nicht:
- Gewinnung von Federn und Daunen (s. 10.12.0)

Stichwörter:
- Eier, Erzeugung
- Geflügelhaltung, -mästerei, -zucht
- Hausgeflügel, Haltung und/oder Zucht
- Hühner, Haltung und/oder Zucht (Haltung von Legehennen)
- Hühnerfarm, Geflügelfarm (Haltung von Legehennen)
- Konsumeiererzeugung
- Legehennen, Haltung und/oder Zucht

Falsch Stichwörter:
- 10.12.0: Schlachten von Geflügel
"
"Wirtschaftszweig: 59.13"
"Wirtschaftszweig: 01.47.9
 umfasst:- Zucht und Haltung von Geflügel:- Hühner, Puten, Enten, Gänse und Perlhühner
umfasst nicht:
- Gewinnung von Federn und Daunen (s. 10.12.0)

Stichwörter:
- Fasanenzucht (Fasanenhof)
- Geflügel, Haltung und/oder Zucht
- Gänse, Haltung und/oder Zucht
- Hähnchenmast
- Nutzgeflügel, Haltung
- Perlhühner, Haltung und/oder Zucht
- Puten, Haltung und/oder Zucht
- Truthühner, Haltung und/oder Zucht

Falsch Stichwörter:
- 10.12.0: Schlachten von Geflügel
"
"Wirtschaftszweig: 01.49"
